_join_year,player_name_clean_nfl,school_clean_nfl,position_nfl,pfr_player_id,gsis_id,player_id,player_name_clean_jack,school_clean_jack,position_jack,name_norm
1999,Kendall Ogle,Maryland,LB,OgleKe20,00-0012323,23330,Kendall Ogle,Maryland,Linebacker,kendall ogle
1999,Daren Yancey,BYU,DT,,,23331,Daren Yancey,BYU,Defensive Tackle,daren yancey
1999,Lyle West,San Jose St.,DB,WestLy20,00-0017460,23332,Lyle West,San Jose State,Defensive Back,lyle west
1999,James Dearth,Tarleton St.,TE,DearJa00,00-0004112,23334,James Dearth,Tarleton State,Tight End,james dearth
1999,Brent Bartholomew,Ohio St.,P,BartBr20,00-0000838,23335,Brent Bartholomew,Ohio State,Punter,brent bartholomew
1999,MarTay Jenkins,Nebraska-Omaha,WR,JenkMa00,00-0008357,23336,MarTay Jenkins,Nebraska-Omaha,Wide Receiver,martay jenkins
1999,Armon Hatcher,Oregon St.,DB,HatcAr20,00-0007097,23337,Armon Hatcher,Oregon State,Defensive Back,armon hatcher
1999,Lamarr Glenn,Florida St.,RB,,,23338,Lamarr Glenn,Florida State,Running Back,lamarr glenn
1999,Dee Miller,Ohio St.,WR,,,23339,Dee Miller,Ohio State,Wide Receiver,dee miller
1999,J.P. Machado,Illinois,G,MachJ.20,00-0010222,23340,J.P. Machado,Illinois,Offensive Guard,j p machado
1999,Jeff Kelly,Kansas St.,LB,KellJe20,00-0009110,23341,Jeff Kelly,Kansas State,Linebacker,jeff kelly
1999,Antico Dalton,Hampton,LB,DaltAn20,00-0003837,23342,Antico Dalton,Hampton,Linebacker,antico dalton
1999,Eric Thigpen,Iowa,DB,,,23343,Eric Thigpen,Iowa,Defensive Back,eric thigpen
1999,Troy Smith,East Carolina,WR,SmitTr00,00-0015331,23344,Troy Smith,East Carolina,Wide Receiver,troy smith
1999,Melvin Bradley,Arkansas,LB,BradMe20,00-0001647,23345,Melvin Bradley,Arkansas,Linebacker,melvin bradley
1999,Scott Curry,Montana,T,CurrSc20,00-0003788,23346,Scott Curry,Montana,Offensive Tackle,scott curry
1999,Chad Plummer,Cincinnati,WR,PlumCh20,00-0013040,23347,Chad Plummer,Cincinnati,Wide Receiver,chad plummer
1999,Andre Weathers,Michigan,DB,WeatAn20,00-0017342,23348,Andre Weathers,Michigan,Defensive Back,andre weathers
1999,Dennis McKinley,Mississippi St.,FB,McKiDe00,00-0010951,23349,Dennis McKinley,Mississippi State,Running Back,dennis mckinley
1999,Madre Hill,Arkansas,RB,HillMa20,00-0007447,23350,Madre Hill,Arkansas,Running Back,madre hill
1999,Jed Weaver,Oregon,TE,WeavJe00,00-0017356,23351,Jed Weaver,Oregon,Tight End,jed weaver
1999,Tony Coats,Washington,G,,,23352,Tony Coats,Washington,Offensive Guard,tony coats
1999,Hunter Smith,Notre Dame,P,SmitHu21,00-0015194,23353,Hunter Smith,Notre Dame,Punter,hunter smith
1999,Tony Booth,James Madison,DB,,,23354,Tony Booth,James Madison,Defensive Back,tony booth
1999,Chris Akins,Ark-Pine Bluff,DB,AkinCh20,00-0000112,23355,Chris Akins,Arkansas-Pine Bluff,Defensive Back,chris akins
1999,Donald Driver,Alcorn St.,WR,DrivDo00,00-0004541,23356,Donald Driver,Alcorn State,Wide Receiver,donald driver
1999,Antonio Dingle,Virginia,DT,DingAn20,00-0004321,23357,Antonio Dingle,Virginia,Defensive Tackle,antonio dingle
1999,Mike Pringley,North Carolina,DE,PrinMi21,00-0013253,23358,Mike Pringley,North Carolina,Defensive End,mike pringley
1999,Anthony Poindexter,Virginia,DB,PoinAn20,00-0013052,23359,Anthony Poindexter,Virginia,Defensive Back,anthony poindexter
1999,Tim Alexander,Oregon St.,WR,,,23360,Tim Alexander,Oregon State,Wide Receiver,tim alexander
1999,Billy Miller,USC,TE,MillBi00,00-0011236,23361,Billy Miller,USC,Wide Receiver,billy miller
1999,Chad Kelsay,Nebraska,LB,KelsCh20,00-0009125,23362,Chad Kelsay,Nebraska,Linebacker,chad kelsay
1999,Eric King,Richmond,G,,,23363,Eric King,Richmond,Offensive Guard,eric king
1999,Sulecio Sanford,Middle Tenn. St.,WR,,,23364,Sulecio Sanford,Middle Tennessee,Wide Receiver,sulecio sanford
1999,Phil Glover,Utah,LB,GlovPh20,00-0006052,23365,Phil Glover,Utah,Linebacker,phil glover
1999,Ryan Young,Kansas St.,T,YounRy20,00-0018440,23366,Ryan Young,Kansas State,Offensive Tackle,ryan young
1999,JoJuan Armour,Miami (OH),DB,ArmoJo20,00-0000421,23367,Jojuan Armour,Miami (OH),Linebacker,jojuan armour
1999,Ryan Hale,Arkansas,DT,HaleRy20,00-0006631,23368,Ryan Hale,Arkansas,Defensive Tackle,ryan hale
1999,Robert Hunt,Virginia,G,,,23369,Robert Hunt,Virginia,Offensive Guard,robert hunt
1999,Michael Bishop,Kansas St.,QB,BishMi00,00-0001272,23370,Michael Bishop,Kansas State,Quarterback,michael bishop
1999,Kris Brown,Nebraska,K,brownkri01,00-0001980,23371,Kris Brown,Nebraska,Place Kicker,kris brown
1999,Mike Lucky,Arizona,TE,LuckMi00,00-0010146,23372,Mike Lucky,Arizona,Tight End,mike lucky
1999,Sheldon Jackson,Nebraska,TE,JackSh00,00-0008190,23373,Sheldon Jackson,Nebraska,Tight End,sheldon jackson
1999,O.J. Childress,Clemson,LB,ChilO.20,00-0002946,23374,O.J. Childress,Clemson,Linebacker,o j childress
1999,Jermaine Haley,Butte JC (CA),DT,HaleJe20,00-0006636,23375,Jermaine Haley,,Defensive Tackle,jermaine haley
1999,Autry Denson,Notre Dame,RB,DensAu00,00-0004200,23376,Autry Denson,Notre Dame,Running Back,autry denson
1999,Kory Minor,Notre Dame,LB,MinoKo20,00-0011366,23377,Kory Minor,Notre Dame,Linebacker,kory minor
1999,J.J. Syvrud,Jamestown,LB,SyvrJ.20,00-0015999,23378,J.J. Syvrud,Jamestown,Defensive End,j j syvrud
1999,Noel Scarlett,Langston,DT,ScarNo20,00-0014420,23379,Noel Scarlett,Langston,Defensive Tackle,noel scarlett
1999,Todd McClure,LSU,C,McClTo20,00-0010711,23380,Todd McClure,LSU,,todd mcclure
1999,Justin Swift,Kansas St.,TE,SwifJu00,00-0015970,23381,Justin Swift,Kansas State,Tight End,justin swift
1999,Chris Greisen,NW Missouri St.,QB,GreiCh00,00-0006410,23382,Chris Greisen,Northwest Missouri State,Quarterback,chris greisen
1999,Darnell McDonald,Kansas St.,WR,McDoDa00,00-0010796,23383,Darnell McDonald,Kansas State,Wide Receiver,darnell mcdonald
1999,Sean Morey,Brown,WR,MoreSe00,00-0011641,23384,Sean Morey,Brown,Wide Receiver,sean morey
1999,Dee Moronkola,Washington St.,DB,,,23385,Dee Moronkola,Washington State,Defensive Back,dee moronkola
1999,Kelvin Garmon,Baylor,G,GarmKe20,00-0005778,23386,Kelvin Garmon,Baylor,Offensive Guard,kelvin garmon
1999,Joe Wong,BYU,G,WongJo20,00-0018167,23387,Joe Wong,BYU,Offensive Tackle,joe wong
1999,Scott Covington,Miami (FL),QB,CoviSc00,00-0003557,23388,Scott Covington,Miami (FL),Quarterback,scott covington
1999,Chris White,Southern,DE,WhitCh21,00-0017523,23389,Chris White,Southern University,Defensive End,chris white
1999,Rondel Menendez,Eastern Kentucky,WR,,,23390,Rondel Menendez,Eastern Kentucky,Wide Receiver,rondel menendez
1999,Bryce Fisher,Air Force,DE,FishBr20,00-0005243,23391,Bryce Fisher,Air Force,Defensive End,bryce fisher
1999,Donald Broomfield,Clemson,DT,,,23392,Donald Broomfield,Clemson,Defensive Tackle,donald broomfield
1999,Corey Terry,Tennessee,LB,TerrCo20,00-0016184,23393,Corey Terry,Tennessee,Linebacker,corey terry
1999,Pernell Davis,Ala-Birmingham,DT,DaviPe21,00-0004031,23394,Pernell Davis,UAB,Defensive Tackle,pernell davis
1999,Rodney Williams,Georgia Tech,P,WillRo23,00-0017923,23395,Rodney Williams,Georgia Tech,Punter,rodney williams
1999,Jim Finn,Pennsylvania,FB,FinnJi00,00-0005229,23396,Jim Finn,Pennsylvania,Running Back,jim finn
2000,Courtney Brown,Penn St.,DE,BrowCo22,00-0018954,759,Courtney Brown,Penn State,Defensive End,courtney brown
2000,LaVar Arrington,Penn St.,LB,ArriLa00,00-0019692,784,LaVar Arrington,Penn State,Linebacker,lavar arrington
2000,Chris Samuels,Alabama,T,SamuCh00,00-0019640,785,Chris Samuels,Alabama,Offensive Tackle,chris samuels
2000,Peter Warrick,Florida St.,WR,WarrPe00,00-0019455,786,Peter Warrick,Florida State,Wide Receiver,peter warrick
2000,Jamal Lewis,Tennessee,RB,LewiJa00,00-0019693,787,Jamal Lewis,Tennessee,Running Back,jamal lewis
2000,Corey Simon,Florida St.,DT,SimoCo00,00-0019694,788,Corey Simon,Florida State,Defensive Tackle,corey simon
2000,Thomas Jones,Virginia,RB,JoneTh00,00-0019641,789,Thomas Jones,Virginia,Running Back,thomas jones
2000,Plaxico Burress,Michigan St.,WR,BurrPl00,00-0019642,790,Plaxico Burress,Michigan State,Wide Receiver,plaxico burress
2000,Brian Urlacher,New Mexico,LB,UrlaBr00,00-0019456,791,Brian Urlacher,New Mexico,Linebacker,brian urlacher
2000,Travis Taylor,Florida,WR,TaylTr01,00-0019721,792,Travis Taylor,Florida,Wide Receiver,travis taylor
2000,Ron Dayne,Wisconsin,RB,DaynRo00,00-0019643,793,Ron Dayne,Wisconsin,Running Back,ron dayne
2000,Shaun Ellis,Tennessee,DE,ElliSh00,00-0019545,794,Shaun Ellis,Tennessee,Defensive End,shaun ellis
2000,John Abraham,South Carolina,DE,AbraJo00,00-0019546,795,John Abraham,South Carolina,Linebacker,john abraham
2000,Bubba Franks,Miami (FL),TE,FranBu00,00-0019644,796,Bubba Franks,Miami (FL),Tight End,bubba franks
2000,Deltha O'Neal,California,DB,ONeaDe00,00-0019645,797,Deltha O'Neal,California,Defensive Back,deltha o'neal
2000,Julian Peterson,Michigan St.,LB,PeteJu00,00-0019695,798,Julian Peterson,Michigan State,Linebacker,julian peterson
2000,Sebastian Janikowski,Florida St.,K,janikseb01,00-0019646,799,Sebastian Janikowski,Florida State,Place Kicker,sebastian janikowski
2000,Chad Pennington,Marshall,QB,PennCh01,00-0019559,800,Chad Pennington,Marshall,Quarterback,chad pennington
2000,Shaun Alexander,Alabama,RB,AlexSh00,00-0019647,771,Shaun Alexander,Alabama,Running Back,shaun alexander
2000,Stockar McDougle,Oklahoma,T,McDoSt20,00-0019601,801,Stockar McDougle,Oklahoma,Offensive Tackle,stockar mcdougle
2000,Sylvester Morris,Jackson St.,WR,MorrSy00,00-0019726,802,Sylvester Morris,Jackson State,Wide Receiver,sylvester morris
2000,Chris McIntosh,Wisconsin,T,McInCh20,00-0019727,772,Chris McIntosh,Wisconsin,Offensive Tackle,chris mcintosh
2000,Rashard Anderson,Jackson St.,DB,AndeRa21,00-0019602,803,Rashard Anderson,Jackson State,Defensive Back,rashard anderson
2000,Ahmed Plummer,Ohio St.,DB,PlumAh20,00-0019603,804,Ahmed Plummer,Ohio State,Defensive Back,ahmed plummer
2000,Chris Hovan,Boston Col.,DT,HovaCh20,00-0019696,805,Chris Hovan,Boston College,Defensive Tackle,chris hovan
2000,Erik Flowers,Arizona St.,DE,FlowEr20,00-0019697,807,Erik Flowers,Arizona State,Defensive End,erik flowers
2000,Anthony Becht,West Virginia,TE,BechAn00,00-0019457,4365,Anthony Becht,West Virginia,Tight End,anthony becht
2000,Rob Morris,BYU,LB,MorrRo20,00-0019698,4366,Rob Morris,BYU,Linebacker,rob morris
2000,R. Jay Soward,USC,WR,SowaR.00,00-0019604,4367,R. Jay Soward,USC,Wide Receiver,r jay soward
2000,Keith Bulluck,Syracuse,LB,BullKe00,00-0019648,4368,Keith Bulluck,Syracuse,Linebacker,keith bulluck
2000,Trung Canidate,Arizona,RB,CaniTr00,00-0019649,4369,Trung Canidate,Arizona,Running Back,trung canidate
2000,Dennis Northcutt,Arizona,WR,NortDe00,00-0019650,4372,Dennis Northcutt,Arizona,Wide Receiver,dennis northcutt
2000,Darren Howard,Kansas St.,DE,HowaDa21,00-0019605,4373,Darren Howard,Kansas State,Defensive End,darren howard
2000,Mark Roman,LSU,DB,RomaMa20,00-0019724,4375,Mark Roman,LSU,Defensive Back,mark roman
2000,John Engelberger,Virginia Tech,DE,EngeJo20,00-0019651,4376,John Engelberger,Virginia Tech,Defensive End,john engelberger
2000,Todd Pinkston,Southern Miss,WR,PinkTo00,00-0019606,4377,Todd Pinkston,Southern Miss,Wide Receiver,todd pinkston
2000,Travis Claridge,USC,G,ClarTr20,00-0018955,4378,Travis Claridge,USC,Offensive Tackle,travis claridge
2000,Marvel Smith,Arizona St.,T,SmitMa55,00-0019628,4379,Marvel Smith,Arizona State,Offensive Tackle,marvel smith
2000,Mike Brown,Nebraska,DB,BrowMi99,00-0019699,4380,Mike Brown,Nebraska,Defensive Back,mike brown
2000,Ian Gold,Michigan,LB,GoldIa00,00-0019652,4381,Ian Gold,Michigan,Linebacker,ian gold
2000,Raynoch Thompson,Tennessee,LB,ThomRa23,00-0019535,4382,Raynoch Thompson,Tennessee,Linebacker,raynoch thompson
2000,Cornelius Griffin,Alabama,DT,GrifCo20,00-0019700,4383,Cornelius Griffin,Alabama,Defensive Tackle,cornelius griffin
2000,Rogers Beckett,Marshall,DB,BeckRo20,00-0019701,4384,Rogers Beckett,Marshall,Defensive Back,rogers beckett
2000,Chad Clifton,Tennessee,T,ClifCh20,00-0019702,4385,Chad Clifton,Tennessee,Offensive Tackle,chad clifton
2000,Kenoy Kennedy,Arkansas,DB,KennKe21,00-0019458,4386,Kenoy Kennedy,Arkansas,Defensive Back,kenoy kennedy
2000,Adrian Klemm,Hawaii,G,KlemAd20,00-0019584,4387,Adrian Klemm,Hawai'i',Offensive Tackle,adrian klemm
2000,Jerry Porter,West Virginia,WR,PortJe00,00-0019703,4388,Jerry Porter,West Virginia,Wide Receiver,jerry porter
2000,Jason Webster,Texas A&M,DB,WebsJa20,00-0019653,4389,Jason Webster,Texas A&M,Defensive Back,jason webster
2000,Dwayne Goodrich,Tennessee,DB,GoodDw20,00-0019607,4390,Dwayne Goodrich,Tennessee,Defensive Back,dwayne goodrich
2000,Barrett Green,West Virginia,LB,GreeBa20,00-0019608,4391,Barrett Green,West Virginia,Linebacker,barrett green
2000,Cosey Coleman,Tennessee,G,ColeCo21,00-0019704,4392,Cosey Coleman,Tennessee,Offensive Guard,cosey coleman
2000,Ike Charlton,Virginia Tech,DB,CharIk20,00-0019654,4393,Ike Charlton,Virginia Tech,Defensive Back,ike charlton
2000,Todd Wade,Mississippi,T,WadeTo20,00-0019705,4394,Todd Wade,Ole Miss,Offensive Tackle,todd wade
2000,William Bartee,Oklahoma,DB,BartWi20,00-0019655,4395,William Bartee,Oklahoma,Defensive Back,william bartee
2000,Fred Robbins,Wake Forest,DT,RobbFr20,00-0019706,4396,Fred Robbins,Wake Forest,Defensive Tackle,fred robbins
2000,Michael Boireau,Miami (FL),DE,,,4397,Michael Boireau,Miami (FL),Defensive End,michael boireau
2000,Deon Grant,Tennessee,DB,GranDe21,00-0019560,4398,Deon Grant,Tennessee,Defensive Back,deon grant
2000,Travares Tillman,Georgia Tech,DB,TillTr20,00-0019656,4399,Travares Tillman,Georgia Tech,Defensive Back,travares tillman
2000,Marcus Washington,Auburn,LB,WashMa99,00-0019585,4400,Marcus Washington,Auburn,Linebacker,marcus washington
2000,Brad Meester,Northern Iowa,C,MeesBr20,00-0018956,4401,Brad Meester,Northern Iowa,,brad meester
2000,Bobbie Williams,Arkansas,G,WillBo21,00-0019629,4402,Bobbie Williams,Arkansas,Offensive Guard,bobbie williams
2000,Jacoby Shepherd,Oklahoma St.,DB,ShepJa20,00-0019657,4403,Jacoby Shepherd,Oklahoma State,Defensive Back,jacoby shepherd
2000,Travis Prentice,Miami (OH),RB,PrenTr00,00-0019609,23397,Travis Prentice,Miami (OH),Running Back,travis prentice
2000,Lloyd Harrison,North Carolina St.,DB,HarrLl20,00-0019561,23398,Lloyd Harrison,North Carolina State,Defensive Back,lloyd harrison
2000,Giovanni Carmazzi,Hofstra,QB,,,23399,Giovanni Carmazzi,Hofstra,Quarterback,giovanni carmazzi
2000,Ron Dugans,Florida St.,WR,DugaRo00,00-0019708,23400,Ron Dugans,Florida State,Wide Receiver,ron dugans
2000,Mark Simoneau,Kansas St.,LB,SimoMa20,00-0018957,23401,Mark Simoneau,Kansas State,Linebacker,mark simoneau
2000,Erron Kinney,Florida,TE,KinnEr00,00-0019659,23402,Erron Kinney,Florida,Tight End,erron kinney
2000,Dez White,Georgia Tech,WR,WhitDe00,00-0019660,23403,Dez White,Georgia Tech,Wide Receiver,dez white
2000,Chris Cole,Texas A&M,WR,ColeCh00,00-0019661,23404,Chris Cole,Texas A&M,Wide Receiver,chris cole
2000,Darwin Walker,Tennessee,DT,WalkDa21,00-0019459,23405,Darwin Walker,Tennessee,Defensive Tackle,darwin walker
2000,Kendrick Clancy,Mississippi,DT,ClanKe20,00-0019630,23406,Kendrick Clancy,Ole Miss,Defensive Tackle,kendrick clancy
2000,Steve Warren,Nebraska,DT,WarrSt20,00-0019460,23408,Steve Warren,Nebraska,Defensive Tackle,steve warren
2000,Chris Redman,Louisville,QB,RedmCh00,00-0019709,23409,Chris Redman,Louisville,Quarterback,chris redman
2000,J.R. Redmond,Arizona St.,RB,RedmJ.00,00-0019722,23410,J.R. Redmond,Arizona State,Running Back,j r redmond
2000,Hank Poteat,Pittsburgh,DB,PoteHa20,00-0019710,23411,Hank Poteat,Pittsburgh,Defensive Back,hank poteat
2000,Laveranues Coles,Florida St.,WR,ColeLa00,00-0018958,23412,Laveranues Coles,Florida State,Wide Receiver,laveranues coles
2000,JaJuan Dawson,Tulane,WR,DawsJa00,00-0019461,23413,JaJuan Dawson,Tulane,Wide Receiver,jajuan dawson
2000,Darrell Jackson,Florida,WR,JackDa00,00-0019663,23414,Darrell Jackson,Florida,Wide Receiver,darrell jackson
2000,Reuben Droughns,Oregon,RB,DrouRe00,00-0019610,23415,Reuben Droughns,Oregon,Running Back,reuben droughns
2000,Leander Jordan,Indiana (PA),T,JordLe20,00-0019462,23416,Leander Jordan,Indiana (PA),Offensive Guard,leander jordan
2000,Damion McIntosh,Kansas St.,T,McInDa20,00-0019664,23417,Damion McIntosh,Kansas State,Offensive Tackle,damion mcintosh
2000,Ben Kelly,Colorado,DB,KellBe20,00-0019711,23418,Ben Kelly,Colorado,Defensive Back,ben kelly
2000,Jeff Ulbrich,Hawaii,LB,UlbrJe20,00-0019586,23420,Jeff Ulbrich,Hawai'i',Linebacker,jeff ulbrich
2000,Dustin Lyman,Wake Forest,TE,LymaDu00,00-0019464,23421,Dustin Lyman,Wake Forest,Tight End,dustin lyman
2000,Doug Chapman,Marshall,RB,ChapDo00,00-0019712,23422,Doug Chapman,Marshall,Running Back,doug chapman
2000,Corey Moore,Virginia Tech,LB,MoorCo20,00-0019611,23423,Corey Moore,Virginia Tech,Linebacker,corey moore
2000,Nate Webster,Miami (FL),LB,WebsNa20,00-0019562,23424,Nate Webster,Miami (FL),Linebacker,nate webster
2000,David Macklin,Penn St.,DB,MackDa20,00-0019563,23425,David Macklin,Penn State,Defensive Back,david macklin
2000,T.J. Slaughter,Southern Miss,LB,SlauT.20,00-0018959,23426,T.J. Slaughter,Southern Miss,Linebacker,t j slaughter
2000,Byron Frisch,BYU,DE,FrisBy20,00-0019665,23427,Byron Frisch,BYU,Defensive End,byron frisch
2000,John St. Clair,Virginia,T,St.CJo20,00-0019666,23428,John St. Clair,Virginia,,john st clair
2000,Lewis Sanders,Maryland,DB,SandLe20,00-0019465,23429,Lewis Sanders,Maryland,Defensive Back,lewis sanders
2000,Terrelle Smith,Arizona St.,FB,SmitTe00,00-0019587,23430,Terrelle Smith,Arizona State,Running Back,terrelle smith
2000,Curtis Keaton,James Madison,RB,KeatCu00,00-0019466,23431,Curtis Keaton,James Madison,Running Back,curtis keaton
2000,Na'il Diggs,Ohio St.,LB,DiggNa20,00-0019467,23432,Na'il Diggs,Ohio State,Linebacker,na'il diggs
2000,Gari Scott,Michigan St.,WR,ScotGa00,00-0019468,23433,Gari Scott,Michigan State,Wide Receiver,gari scott
2000,Michael Thompson,Tennessee St.,T,ThomMi20,00-0018960,23434,Michael Thompson,Tennessee State,Offensive Tackle,michael thompson
2000,Jerry Johnson,Florida St.,DT,JohnJe21,00-0019667,23435,Jerry Johnson,Florida State,Defensive Tackle,jerry johnson
2000,David Barrett,Arkansas,DB,BarrDa22,00-0019469,23436,David Barrett,Arkansas,Defensive Back,david barrett
2000,Danny Farmer,UCLA,WR,FarmDa00,00-0019543,23437,Danny Farmer,UCLA,Wide Receiver,danny farmer
2000,Kaulana Noa,Hawaii,T,,,23438,Kaulana Noa,Hawai'i',Offensive Tackle,kaulana noa
2000,Brandon Short,Penn St.,LB,ShorBr20,00-0019669,23439,Brandon Short,Penn State,Linebacker,brandon short
2000,Antonio Wilson,Texas A&M-Commerce,LB,WilsAn20,00-0019713,23440,Antonio Wilson,Texas A&M-Commerce,Linebacker,antonio wilson
2000,Junior Ioane,Arizona St.,DT,IoanJu20,00-0019470,23441,Junior Ioane,Arizona State,Defensive Tackle,junior ioane
2000,John Keith,Furman,DB,KeitJo20,00-0019612,23442,John Keith,Furman,Defensive Back,john keith
2000,Kareem Larrimore,West Texas A&M,DB,LarrKa20,00-0019631,23443,Kareem Larrimore,West Texas A&M,Defensive Back,kareem larrimore
2000,Aaron Shea,Michigan,TE,SheaAa00,00-0019564,23444,Aaron Shea,Michigan,Tight End,aaron shea
2000,Trevor Gaylor,Miami (OH),WR,GaylTr00,00-0019670,23445,Trevor Gaylor,Miami (OH),Wide Receiver,trevor gaylor
2000,Cooper Carlisle,Florida,G,CarlCo20,00-0019632,23446,Cooper Carlisle,Florida,Offensive Tackle,cooper carlisle
2000,Leonardo Carson,Auburn,DT,CarsLe20,00-0019671,23447,Leonardo Carson,Auburn,Defensive Tackle,leonardo carson
2000,Anthony Lucas,Arkansas,WR,,,23448,Anthony Lucas,Arkansas,Wide Receiver,anthony lucas
2000,Frank Moreau,Louisville,RB,MoreFr00,00-0019471,23449,Frank Moreau,Louisville,Running Back,frank moreau
2000,Marcus Bell,Arizona,LB,BellMa21,00-0019472,23450,Marcus Bell,Arizona,Linebacker,marcus bell
2000,Deon Dyer,North Carolina,FB,DyerDe00,00-0019473,23451,Deon Dyer,North Carolina,Running Back,deon dyer
2000,Tyrone Carter,Minnesota,DB,CartTy20,00-0019537,23452,Tyrone Carter,Minnesota,Defensive Back,tyrone carter
2000,Isaiah Kacyvenski,Harvard,LB,KacyIs20,00-0019474,23453,Isaiah Kacyvenski,Harvard,Linebacker,isaiah kacyvenski
2000,Alvin McKinley,Mississippi St.,DE,McKiAl20,00-0019475,23454,Alvin McKinley,Mississippi State,Defensive Tackle,alvin mckinley
2000,Avion Black,Tennessee St.,WR,BlacAv00,00-0019547,23455,Avion Black,Tennessee State,Wide Receiver,avion black
2000,Josh Williams,Michigan,DT,WillJo30,00-0019529,23456,Josh Williams,Michigan,Defensive Tackle,josh williams
2000,Joey Chustz,Louisiana Tech,T,,,23457,Joey Chustz,Louisiana Tech,Offensive Tackle,joey chustz
2000,Bobby Myers,Wisconsin,DB,MyerBo21,00-0019565,23458,Bobby Myers,Wisconsin,Defensive Back,bobby myers
2000,Reggie Austin,Wake Forest,DB,AustRe20,00-0019476,23459,Reggie Austin,Wake Forest,Defensive Back,reggie austin
2000,Gary Berry,Ohio St.,DB,BerrGa20,00-0019672,23460,Gary Berry,Ohio State,Defensive Back,gary berry
2000,Peter Sirmon,Oregon,LB,SirmPe20,00-0019588,23462,Peter Sirmon,Oregon,Linebacker,peter sirmon
2000,Michael Moore,Troy,G,MoorMi20,00-0027342,23463,Michael Moore,Troy,Offensive Guard,michael moore
2000,Anthony Malbrough,Texas Tech,DB,MalbAn20,00-0019478,23464,Anthony Malbrough,Texas Tech,Defensive Back,anthony malbrough
2000,Tutan Reyes,Mississippi,G,ReyeTu20,00-0019597,23465,Tutan Reyes,Ole Miss,Offensive Tackle,tutan reyes
2000,Paul Smith,Texas-El Paso,RB,SmitPa00,00-0019673,23466,Paul Smith,UTEP,Running Back,paul smith
2000,Robert Bean,Mississippi St.,DB,BeanRo20,00-0019479,23467,Robert Bean,Mississippi State,Defensive Back,robert bean
2000,Anthony Midget,Virginia Tech,DB,,,23468,Anthony Midget,Virginia Tech,Defensive Back,anthony midget
2000,Aric Morris,Michigan St.,DB,MorrAr20,00-0019567,23469,Aric Morris,Michigan State,Defensive Back,aric morris
2000,Mao Tosi,Idaho,DT,TosiMa20,00-0019480,23470,Mao Tosi,Idaho,Defensive Tackle,mao tosi
2000,Clark Haggans,Colorado St.,LB,HaggCl20,00-0019538,23471,Clark Haggans,Colorado State,Linebacker,clark haggans
2000,Matt Johnson,BYU,G,,,23472,Matt Johnson,BYU,,matt johnson
2000,Brian Young,Texas-El Paso,DT,YounBr20,00-0019674,23473,Brian Young,UTEP,Defensive End,brian young
2000,Ralph Brown,Nebraska,DB,BrowRa20,00-0019613,23474,Ralph Brown,Nebraska,Defensive Back,ralph brown
2000,Dave Stachelski,Boise St.,TE,StacDa00,00-0019598,23475,Dave Stachelski,Boise State,Tight End,dave stachelski
2000,Shane Lechler,Texas A&M,P,LechSh20,00-0019714,23476,Shane Lechler,Texas A&M,Punter,shane lechler
2000,Windrell Hayes,USC,WR,HayeWi00,00-0019481,23477,Windrell Hayes,USC,Wide Receiver,windrell hayes
2000,Michael Wiley,Ohio St.,RB,WileMi00,00-0019614,23478,Michael Wiley,Ohio State,Running Back,michael wiley
2000,Todd Franz,Tulsa,DB,FranTo21,00-0019615,23479,Todd Franz,Tulsa,Defensive Back,todd franz
2000,Lamar Chapman,Kansas St.,DB,ChapLa20,00-0019482,23480,Lamar Chapman,Kansas State,Defensive Back,lamar chapman
2000,Gillis Wilson,Southern,DE,WilsGi21,00-0019483,23481,Gillis Wilson,Southern University,Defensive End,gillis wilson
2000,Richard Mercier,Miami (FL),G,,,23482,Richard Mercier,Miami (FL),Offensive Guard,richard mercier
2000,Kabeer Gbaja-Biamila,San Diego St.,DE,GbajKa20,00-0019617,23483,Kabeer Gbaja-Biamila,San Diego State,Defensive End,kabeer gbaja-biamila
2000,John Milem,Lenoir-Rhyne,DE,MileJo20,00-0019618,23484,John Milem,Lenoir-Rhyne,Defensive End,john milem
2000,Joey Jamison,Texas Southern,WR,,,23485,Joey Jamison,Texas Southern,Wide Receiver,joey jamison
2000,Arturo Freeman,South Carolina,DB,FreeAr20,00-0019551,23486,Arturo Freeman,South Carolina,Defensive Back,arturo freeman
2000,Dante Hall,Texas A&M,WR,HallDa00,00-0019539,23487,Dante Hall,Texas A&M,Running Back,dante hall
2000,Muneer Moore,Richmond,WR,,,23488,Muneer Moore,Richmond,Wide Receiver,muneer moore
2000,Quincy Sanders,UNLV,DB,,,23489,Quincy Sanders,UNLV,Defensive Back,quincy sanders
2000,Sammy Morris,Texas Tech,RB,MorrSa00,00-0019484,23490,Sammy Morris,Texas Tech,Running Back,sammy morris
2000,James Whalen,Kentucky,TE,WhalJa00,00-0019569,23491,James Whalen,Kentucky,Tight End,james whalen
2000,Austin Wheatley,Iowa,TE,WheaAu20,00-0019589,23492,Austin Wheatley,Iowa,Tight End,austin wheatley
2000,Kiwaukee Thomas,Georgia Southern,DB,ThomKi20,00-0019485,23493,Kiwaukee Thomas,Georgia Southern,Defensive Back,kiwaukee thomas
2000,Frank Chamberlin,Boston Col.,LB,ChamFr20,00-0019570,23494,Frank Chamberlin,Boston College,Linebacker,frank chamberlin
